昵称,用户id,头像,身高,学历,省份,城市,出生年份,性别,交友宣言
俐颖,714511,http://img.7799520.com/4b3f7031-ae55-4293-a8ed-3a5cd2d6abfe,160,本科,湖北,武汉,1981,2,"我性格相对外向，喜欢健身、看书、看电影等。目前在一所私立双语国际幼儿园担任教学园长，很喜欢小孩子。

我不喜欢宅，每年假期都喜欢出去旅游，周末有时候会在家里做饭，没有不良嗜好，我憧憬的生活是和你一起享受美食，享受生活。

关于理想的另一半：我希望你是个踏实、有责任心，积极乐观的人，你的过去我没来得及能参与，希望你的将来能有我陪伴"
心累！,714440,http://img.7799520.com/data/attachment/avatar/201709/25/714440/59c7e07f730fc.jpg.thump.jpg,160,初中,福建,厦门,1990,2,想找个32岁左右，身高175的！我长的很有安全感的！完全不用担心
刘瑜黎,714332,http://img.7799520.com/data/attachment/avatar/201709/24/714332/59c69b5e1bd9c.jpg.thump.jpg,163,大专,广东,广州,1997,2,找啊找啊，找朋友，找到一个好朋友
vivivivi,714253,http://img.7799520.com/data/attachment/avatar/201709/24/714253/59c68b9d616ae.jpg.thump.jpg,161,大专,广东,广州,1996,2,就想好好谈一场恋爱。。。
小胖颖,714217,http://img.7799520.com/data/attachment/avatar/201709/23/714217/59c68485d5094.jpg.thump.jpg,162,高中,广东,广州,1996,2,愿得一人心，白首不分离
西西果子,714162,http://img.7799520.com/data/attachment/avatar/201709/23/714162/59c67c8503bf2.jpg.thump.jpg,165,本科,上海,上海,1991,2,175cm以下勿扰
miya就是我,714090,http://img.7799520.com/data/attachment/avatar/201709/23/714090/59c67055143c3.JPG.thump.JPG,160,大专,四川,成都,1986,2,属于我的感情已经迟到，但我始终相信，它一定不会缺席！遇见你，将是我生命中最绚烂的时刻。真心寻找结婚对象，非诚勿扰，谢谢
龙龙long,714010,http://img.7799520.com/data/attachment/avatar/201709/23/714010/59c662e6a2866.jpg.thump.jpg,163,本科,四川,成都,1990,2,一向热爱自由的我，希望能找个同样爱自由的你，一起度过有意思的下半生如何？
你找不到的鱼,713995,http://img.7799520.com/0fd4c755-5cc8-46c0-a6aa-48ae58e12ec8,165,大专,广东,广州,1994,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
分离,713991,http://img.7799520.com/data/attachment/avatar/201709/23/713991/59c65f870dd89.jpg.thump.jpg,163,大专,湖北,武汉,1993,2,真心交友 认真的 愿意认识我的可以加我口 2038893858
Linda广州,713930,http://img.7799520.com/data/attachment/avatar/201709/23/713930/59c6531c8862c.jpg.thump.jpg,163,大专,广东,广州,1983,2,诚信
小燕子在这里,713876,http://img.7799520.com/data/attachment/avatar/201709/23/713876/59c649b673c38.jpeg.thump.jpeg,160,大专,福建,福州,1997,2,愿得一人心，白首不相离……找老公福州或者甘蔗不抽烟喝酒赌博福州
小女人&,713760,http://img.7799520.com/data/attachment/avatar/201709/23/713760/59c62481c48ab.jpg.thump.jpg,166,大专,安徽,安庆,1994,2,麻烦加我的时候来一下自我介绍。什么工作 多大 在哪个城市？
思思baby.,713725,http://img.7799520.com/data/attachment/avatar/201709/23/713725/59c61e39b0539.jpg.thump.jpg,166,大专,山东,威海,1988,2,找聊得来的人 guaren520520
我的他你会在这里,713711,http://img.7799520.com/data/attachment/avatar/201709/23/713711/59c619d47baed.jpg.thump.jpg,163,高中,山东,青岛,1993,2,愿得一人心，白首不分离. 微信yu000041
Shilling,713710,http://img.7799520.com/data/attachment/avatar/201709/23/713710/59c655b34d0a7.jpg.thump.jpg,161,大专,广东,湛江,1991,2,遇到一个对的人就好好珍惜!
婷之姚姚,713379,http://img.7799520.com/0b90739e-314a-44df-95ca-0a91be86c3e1,155,大专,广东,广州,1996,2,你多一份主动，我们的距离就拉进了一点！
悟，开心每一天,712935,http://img.7799520.com/data/attachment/avatar/201709/22/712935/59c5313d48b8d.jpg.thump.jpg,160,中专,广西,南宁,1977,2,愿得一人心，白首不分离
李美美美,712823,http://img.7799520.com/6cd8b640-96e7-46c6-a5c4-7b0f5e090da6,164,本科,上海,上海,1985,2,"害羞的我一直没找到另一半，期待在这找到属于自己的那份爱…
85摩羯座。性格开朗坚强独立幽默活泼爱笑。爱好广泛，比较随和。经常运动，不断学习，经常旅游。工作比较自由，稳步增长，有房子和商铺，也做其他的投资理财。
希望以后生活是这样的:开几个小店，养两个孩子，养狗或猫。希望他80后，172+，身材标准成熟稳重，最好有灿烂的笑，干净利落幽默体贴，最好有一定经济基础"
平稳安静,712821,http://img.7799520.com/e7f792a5-30d3-4e5b-ae6c-3f0109ee99cb,158,本科,上海,上海,1980,2,愿得一人心，白首不分离
木木flora,712798,http://img.7799520.com/data/attachment/avatar/201709/22/712798/59c520b50e649.jpg.thump.jpg,158,本科,广东,广州,1989,2,我性格比较慢热，想找的另一半不要太瘦，为人处事较成熟，孝顺
心心心心...,712612,http://img.7799520.com/data/attachment/avatar/201709/25/712612/59c8c14c5d296.jpg.thump.jpg,160,本科,四川,成都,1993,2,只求在最好的年华遇见你
找个兵哥哥,712553,http://img.7799520.com/data/attachment/avatar/201709/22/712553/59c4d70f2e439.jpg.thump.jpg,165,中专,河北,石家庄,1992,2,我的联系方式qq995920269
等猫猫回家,712521,http://img.7799520.com/data/attachment/avatar/201709/22/712521/59c4ccd5afb7b.jpg.thump.jpg,165,中专,上海,上海,1991,2,一次青涩，一次刻骨，一次一句话、一辈子。
多啦A梦的66,712402,http://img.7799520.com/data/attachment/avatar/201709/22/712402/59c4a9d7c9fbf.jpg.thump.jpg,163,大专,湖南,长沙,1991,2,我的梗你能get到
Doromₑ༣,712356,http://img.7799520.com/data/attachment/avatar/201709/22/712356/59c49dc8a52e1.jpg.thump.jpg,162,中专,北京,北京,1990,2,如果让我在这里遇见你，会不会是个奇迹呢，曾经无数次幻想过未来另一半的样子，朦胧而亲切，找寻至今，我才相信，爱情终究是缘分，茫茫人海两个人的相识相爱，本身就是一种巧合，你会是我的那个巧合吗？
离莫,712355,http://img.7799520.com/data/attachment/avatar/201709/22/712355/59c49b5d30e64.jpg.thump.jpg,159,高中,贵州,贵阳,1990,2,愿得一人心，白首不分离
青蓝冰水,712087,http://img.7799520.com/data/attachment/avatar/201709/22/712087/59c4581ae53f9.jpeg.thump.jpeg,168,本科,山东,青岛,1989,2,长发已及腰好长时间啦，我的那个他，你什么时候来？
俪合,712022,http://img.7799520.com/data/attachment/avatar/201709/22/712022/59c44112f114c.jpg.thump.jpg,163,高中,浙江,杭州,1979,2,"一个人走得久了，会累，有个人，陪你在冬日的午后晒太阳，为你递上一杯热气腾腾的绿茶，和心爱的人慢慢变老，还有什么比这更幸福呢？, 遇见你是一种缘分，陪伴你是一份幸福，如果你想念，我就会来到你的身边，如果你愿意，我就会一生为你守候。"
一旸,711840,http://img.7799520.com/data/attachment/avatar/201709/22/711840/59c3ed172f59c.jpg.thump.jpg,160,本科,上海,上海,1991,2,静静地等待上帝安排的良人，希望你也是上帝的宠儿
Emily219,711824,http://img.7799520.com/data/attachment/avatar/201709/21/711824/59c3df0213c96.jpg.thump.jpg,162,大专,广东,深圳,1994,2,上面年龄错误，90年出生，籍贯：甘肃，离异的请勿扰，河南、安徽人请勿扰，谢谢配合
不够好,711798,http://img.7799520.com/data/attachment/avatar/201709/21/711798/59c3dc35d1fb9.jpg.thump.jpg,163,大专,广东,佛山,1993,2,我只是想找个人好好过日子
大金金,711727,http://img.7799520.com/data/attachment/avatar/201709/21/711727/59c3d0ad6cd18.jpg.thump.jpg,155,初中,北京,北京,1999,2,爱情不是一辈子不吵架，而是吵架了还能一辈子
草莓刘,711702,http://img.7799520.com/data/attachment/avatar/201709/21/711702/59c3ccfc3ea87.jpg.thump.jpg,165,硕士,香港,香港,1992,2,3年内结婚
璃落,711667,http://img.7799520.com/data/attachment/avatar/201709/22/711667/59c3f3fe60204.jpg.thump.jpg,164,大专,广东,广州,1991,2,择善人而交，择君子而处
千寻001,711606,http://img.7799520.com/data/attachment/avatar/201709/21/711606/59c3bd12ad40e.jpg.thump.jpg,165,本科,福建,福州,1978,2,在茫茫人海之中，我们相视一笑，那是彼此才能会心解读的浪漫回音。
yanryane,711594,http://img.7799520.com/data/attachment/avatar/201709/21/711594/59c3ba8497343.jpg.thump.jpg,165,中专,北京,北京,1979,2,"我的性格特点是开朗,业余时间我喜欢旅游 看电影 ,我憧憬的生活是平平淡淡的生活,我希望另一半是善解人意 脾气好 。"
爱撒娇的小女人,711523,http://img.7799520.com/data/attachment/avatar/201709/22/711523/59c4f276f1e94.jpg.thump.jpg,165,本科,福建,厦门,1990,2,只想做个爱撒娇的小女人。不知道能否找到中意的他。
洋葱欧尼,711479,http://img.7799520.com/data/attachment/avatar/201709/21/711479/59c39d00ad0ce.JPG.thump.JPG,173,大专,湖北,武汉,1991,2,陪伴是最长情的告白
包养+V亻言ep,711472,http://img.7799520.com/data/attachment/avatar/201709/21/711472/59c39a3756ae5.jpg.thump.jpg,169,本科,北京,北京,1989,2,想被美女富婆包养就+V亻言ep6899被包养年收入百万以上¥
Linda❤️,711426,http://img.7799520.com/data/attachment/avatar/201709/21/711426/59c3883a26e57.jpg.thump.jpg,162,本科,广东,深圳,1992,2,默契是最好的语言
同学名,711331,http://img.7799520.com/data/attachment/avatar/201709/26/711331/59c9e82af27fb.jpg.thump.jpg,162,大专,上海,上海,1994,2,好看的皮囊千篇一律，有趣的灵魂万里挑一。
嗯呢被,711307,http://img.7799520.com/data/attachment/avatar/201709/21/711307/59c369800ca8c.jpg.thump.jpg,160,高中,北京,北京,1995,2,对整个世界来说，你是一个人，而对一个人来说，你就是整个世界。我会在这里等着你的到来，期待我们的爱情开花结果，期待把我们的小窝布置得浪漫温馨，一回到家就有幸福的感觉。
月下凤仪亭,711294,http://img.7799520.com/data/attachment/avatar/201709/22/711294/59c4d97e079f1.jpg.thump.jpg,168,本科,河南,郑州,1983,2,愿得一人心，白首不分离.
爱笑的婧婧,711256,http://img.7799520.com/data/attachment/avatar/201709/21/711256/59c35b09c9270.jpg.thump.jpg,161,本科,广东,广州,1993,2,愿得一人心，白首不分离
爱吃鱼の喵,711173,http://img.7799520.com/data/attachment/avatar/201709/21/711173/59c35e2d20ae6.jpg.thump.jpg,167,本科,江苏,南京,1991,2,害羞的我一直没有找到自己的另一半，期待在这里找到属于自己的那份爱。
Melody梦,711099,http://img.7799520.com/data/attachment/avatar/201709/21/711099/59c33650e5867.jpg.thump.jpg,168,本科,广东,深圳,1992,2,我喜欢笑起来很温暖的男生
Anniie,711098,http://img.7799520.com/data/attachment/avatar/201709/21/711098/59c336131a1a1.jpg.thump.jpg,172,本科,广东,深圳,1989,2,爱是职责，爱是一辈子的承诺，爱是互相的扶持。有伟大的感情，有轰轰烈烈的感情，然而，我从来就坚信感情应该渗透在生活的点点滴滴，关心，感动，两个人不离不弃，平淡而平淡，浪漫温馨。那个你在哪？
白驹过隙*,711076,http://img.7799520.com/data/attachment/avatar/201709/21/711076/59c32fa2ebd00.jpg.thump.jpg,168,本科,广东,江门,1994,2,最渺小的我，有大大的梦
歆玲,711063,http://img.7799520.com/data/attachment/avatar/201709/21/711063/59c32ceb75469.jpg.thump.jpg,165,本科,吉林,长春,1993,2,喜欢广交朋友，喜欢我就认识下嘻嘻
慕雨初雪,711053,http://img.7799520.com/data/attachment/avatar/201709/21/711053/59c32a26111fa.jpg.thump.jpg,170,初中,福建,泉州,1991,2,"一个人走得久了，会累，有个人，陪你在冬日的午后晒太阳，为你递上一杯热气腾腾的绿茶，和心爱的人慢慢变老，还有什么比这更幸福呢？, 遇见你是一种缘分，陪伴你是一份幸福，如果你想念，我就会来到你的身边，如果你愿意，我就会一生为你守候。"
卿尘清谷,711039,http://img.7799520.com/data/attachment/avatar/201709/21/711039/59c32634b56ff.jpg.thump.jpg,167,本科,福建,福州,1988,2,微信:xh9838331
李秀秀,711034,http://img.7799520.com/data/attachment/avatar/201709/21/711034/59c324c4ac21a.jpg.thump.jpg,151,高中,广东,广州,1992,2,执子之手，与子偕老
缘分没到而已,710917,http://img.7799520.com/data/attachment/avatar/201709/21/710917/59c3687025209.jpg.thump.jpg,155,大专,贵州,安顺,1993,2,希望房产证上的名字是我的，家是我的，你是我的。愿得一人心，白首不相离
因缘因果,710875,http://img.7799520.com/data/attachment/avatar/201710/01/710875/59d10d19b6ac1.jpg.thump.jpg,163,本科,上海,上海,1987,2,"找到一个彼此刚刚好的人，做个小女人...健身，养生，追求积极向上的生活。幽默风趣体贴包容：-）
不知道为什么上传的头像一直说我非本人：-（
到底怎么回事！！！"
海云台,710630,http://img.7799520.com/data/attachment/avatar/201710/09/710630/59da9f17c3537.jpg.thump.jpg,156,中专,上海,上海,1983,2,喜欢我的同时包容我的缺点，不介意我的出生，我的家庭背景，不介意因我家庭造成的一些事，可以一起共患难。
爱丫ppo,710601,http://img.7799520.com/data/attachment/avatar/201709/20/710601/59c28fd2aa0b5.jpg.thump.jpg,160,中专,广西,贵港,1999,2,愿得一人心，白首不分离
熙年,710595,http://img.7799520.com/data/attachment/avatar/201709/20/710595/59c28e710efe1.JPG.thump.JPG,153,本科,福建,福州,1994,2,我的另一半希望能接受或者要喜欢狗狗的。要有爱心。因为自己家有养狗狗，不能接受的非诚勿扰。谢谢
晶晶姑娘,710573,http://img.7799520.com/data/attachment/avatar/201710/03/710573/59d2ff887c656.jpg.thump.jpg,162,大专,广东,深圳,1993,2,"相似的故事太多，有趣的灵魂却很少。
工作很忙上这个平台很少，想互相了解
加微信18719038884"
花间曦语,710569,http://img.7799520.com/FnW-LeosiocmFHVPm6whwoTsrx5D,166,硕士,广东,广州,1977,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
小时光～,710405,http://img.7799520.com/data/attachment/avatar/201709/20/710405/59c278f732f1f.jpg.thump.jpg,165,大专,广东,广州,1992,2,寻觅 等待
萌萌哒的小胖纸,710265,http://img.7799520.com/data/attachment/avatar/201709/20/710265/59c255a5179b6.jpg.thump.jpg,166,大专,广东,广州,1994,2,如果让我在这里遇见你，会不会是个奇迹呢，曾经无数次幻想过未来另一半的样子，朦胧而亲切，找寻至今，我才相信，爱情终究是缘分，茫茫人海两个人的相识相爱，本身就是一种巧合，你会是我的那个巧合吗？
习惯i,710188,http://img.7799520.com/data/attachment/avatar/201709/20/710188/59c2461f11f65.jpg.thump.jpg,166,中专,广东,深圳,1996,2,"\""你要做一个披荆斩棘无所不能的女英雄
直到遇见能托付一生的人
再做一个瓶盖都拧不开的小公主\"" ​​​​"
